b;Taśma kalenicowa Vent-roll 300 mm aluminiowa;10.5;tasma kalenicowa;;;;;;PODSTAWOWY
b;Taśma kalenicowa Vent-roll 300 mm miedziana;29.04;tasma kalenicowa;;;;;;BRAK
b;Taśma kalenicowa Vent-roll 390 mm aluminiowa;14.52;tasma kalenicowa;;;;;;PREMIUM
b;Taśma kalenicowa Vent-roll 390 mm miedziana;48.39;tasma kalenicowa;;;;;;BRAK
b;Taśma kalenicowa Vental Respiro;21.3;tasma kalenicowa;;;;;;LUX
b;Taśma kalenicowa aluminiowa;17.74;tasma kalenicowa;;;;;;BRAK
b;Taśma kalenicowa Blach-vent i Blach-vent plus;14.67;tasma kalenicowa;;;;;;BRAK
b;Wywietrznik kalenicowy ze szczotką WK 62, WK 75;31.29;tasma kalenicowa;;;;;;BRAK
b;Wywietrznik kalenicowy do gontów bitumicznych;80.65;tasma kalenicowa;;;;;;BRAK
b;Wspornik łaty kalenicowej gwóźdź 210mm ocynk ogniowy;2.49;wspornik;;;;;;PODSTAWOWY
b;Wspornik łaty kalenicowej gwóźdź 230mm ocynk ogniowy;2.97;wspornik;;;;;;BRAK
b;Wspornik łaty kalenicowej typu BL - blaszka;3;wspornik;;;;;;PREMIUM
b;Wspornik łaty kalenicowej gwóźdź 210mm ocynk galwaniczny;2.25;wspornik;;;;;;LUX
b;Wspornik łaty kalenicowej gwóźdź do 260mm ocynk ogniowy;2.97;wspornik;;;;;;BRAK
b;Taśma do obróbki komina aluminiowa Eurotec Classic;29.7;tasma do obrobki;;;;;;PODSTAWOWY
b;Taśma do obróbki komina aluminiowa Eurotec Fortis AL;29.7;tasma do obrobki;;;;;;BRAK
b;Taśma do obróbki komina ołowiana Eurotec PB3;64.5;tasma do obrobki;;;;;;PREMIUM
b;Taśma do obróbki komina ołowiana Eurotec PB;73.8;tasma do obrobki;;;;;;BRAK
b;Taśma do obróbki komina ołowiana Eurotec Fortis PB;73.8;tasma do obrobki;;;;;;LUX
b;Taśma do obróbki komina ołowiana Eurotec N;87;tasma do obrobki;;;;;;BRAK
b;Listwa wykończeniowa aluminiowa;19.5;listwa;;;;;;PODSTAWOWY
b;Kosz dachowy aluminiowy 2mb;56;kosz;;;;;;PODSTAWOWY
b;Kosz dachowy aluminiowy 6mb rolka;168;kosz;;;;;;PREMIUM
b;Klamra do mocowania kosza;0.6;klamra do mocowania kosza;;;;;;PODSTAWOWY
b;Samoprzylepny klin uszczelniający kosz 60 mm;2.25;tasma samorozprezna;;;;;;PODSTAWOWY
b;Taśma samorozprężna 20x6/50;64.52;tasma samorozprezna;;;;;;PREMIUM
b;Taśma samorozprężna 20x8/40;70.97;tasma samorozprezna;;;;;;LUX
b;Grzebień okapowy płaski ECO 55;2.25;grzebien;;;;;;PODSTAWOWY
b;Grzebień okapowy płaski 55;2.58;grzebien;;;;;;PREMIUM
b;Grzebień okapowy z kratką wentylacyjną;5.82;grzebien;;;;;;LUX
b;Okapowa kratka wentylacyjna;6.26;grzebien;;;;;;BRAK
b;Kratka zabezpieczająca przed ptactwem 80mm;2.79;kratka;;;;;;PODSTAWOWY
b;Kratka zabezpieczająca przed ptactwem 100mm;4.68;kratka;;;;;;PREMIUM
b;Pas okapowy aluminiowy;37.11;pas;;;;;;PODSTAWOWY
b;Pas okapowy w rolce 10mb aluminiowy ;80.65;pas;;;;;;PREMIUM
b;Klamra do gąsiora betonowego;0.75;klamra do gasiora;;;;;;PODSTAWOWY
b;Klamra do gąsiora Tondach/Meindl, Röben/Jungmeier i Rupp Sattel/ Konisch;0.93;klamra do gasiora;;;;;;PREMIUM
b;Klamra do gąsiora Koramic karpiówka nr 1, nr 2, nr 3, W11, GE20, Erlus 18, Bogen nr 1, nr 2;1.47;klamra do gasiora;;;;;;LUX
b;Klamra do gąsiora Meyer Holsen;2.43;klamra do gasiora;;;;;;BRAK
b;Spinka do dachówki cementowej U (opak. 100 szt);13.56;spinka;;;;;;PODSTAWOWY
b;Spinka boczna do dachówki cementowej (opak. 250 szt) NORD II , NORD III;80.64;spinka;;;;;;PREMIUM
b;Spinka uniwersalna do dachówki ceramicznej (opak. 250 szt) MD-1.416,MD-PL;100.8;spinka;;;;;;BRAK
b;Spinka uniwersalna do dachówki ceramicznej (opak. 100 szt) MD-R30, MD-R32;48.39;spinka;;;;;;LUX
b;Spinka boczna 1.409 do dachówki (opak. 100 szt) Creaton, Koramic, Roben, cementowa;61.29;spinka;;;;;;BRAK
b;Spinka do dachówki ciętej (opak. 100 szt) mdm ;2.24;spinka cieta;;;;;;PODSTAWOWY
b;Spinka do dachówki ciętej (opak. 100 szt) Braas;3.19;spinka cieta;;;;;;PREMIUM
b;Ława kominiarska stalowa komplet 0,4m DB/DC kolor;110.45;lawa mniejsza;;;;;;PODSTAWOWY
b;Ława kominiarska stalowa komplet 0,4m karp kolor;136.44;lawa mniejsza;;;;;;PREMIUM
b;Ława kominiarska stalowa komplet 0,4m BD kolor;110.45;lawa mniejsza;;;;;;LUX
b;Ława kominiarska stalowa komplet 0,4m L kolor;136.44;lawa mniejsza;;;;;;BRAK
b;Ława kominiarska stalowa komplet 0,8m DB/DC kolor;82.37;lawa wieksza;;;;;;PODSTAWOWY
b;Ława kominiarska stalowa komplet 0,8m karp kolor;108.36;lawa wieksza;;;;;;PREMIUM
b;Ława kominiarska stalowa komplet 0,8m BD kolor;102.53;lawa wieksza;;;;;;BRAK
b;Ława kominiarska stalowa komplet 0,8m L kolor;128.52;lawa wieksza;;;;;;LUX
b;Stopień kominiarski;91.2;stopien;;;;;;PODSTAWOWY
b;Płotek przeciwśniegowy 155 mm x 2 mb / 3 wsporniki ocynk;87.65;plotek mniejszy;;;;;;PODSTAWOWY
b;Płotek przeciwśniegowy 155 mm x 2 mb / 3 wsporniki kolor;106.7;plotek mniejszy;;;;;;PREMIUM
b;Płotek przeciwśniegowy 155 mm x 3 mb / 4 wsporniki kolor;123.42;plotek wiekszy;;;;;;PODSTAWOWY
b;Płotek przeciwśniegowy 155 mm x 3 mb / 4 wsporniki ocynk;102.39;plotek wiekszy;;;;;;PREMIUM
b;Membrana dachowa Ventia Iron 120;4.08;membrana;;;;;;PODSTAWOWY
b;Membrana dachowa Ventia Cobalt 170;6.08;membrana;;;;;;PREMIUM
b;Membrana Vaxo L;3.5;membrana;;;;;;BRAK
b;Membrana Permo forte Klober;9.58;membrana;;;;;;LUX
b;Membrana Vaxo S;2.92;membrana;;;;;;BRAK
b;Taśma do łączenia membran i folii Ventia 20mmx25m;26.25;laczenie membran;;;;;;PODSTAWOWY
b;Taśma do łączenia membran i folii Ventia 50mmx25m;82.5;laczenie membran;;;;;;PREMIUM
b;Taśma monażowa jednostronna Permo TR 60mmx25m;113.33;laczenie membran;;;;;;LUX
b;Taśma reperacyjna Ventia i Vaxo 100mmx25m;63;reparacyjna;;;;;;PODSTAWOWY
b;Taśma reperacyjna Ventia i Vaxo 50mmx25m;127.5;reparacyjna;;;;;;PREMIUM
b;Blacha aluminiowa 0,58 - arkusze 1000 x 2000;97;blacha;;;;;;PODSTAWOWY
b;Blacha aluminiowa 0,58 - kręgi ok. 1000kg;29;blacha;;;;;;PREMIUM
b;Blacha aluminiowa 0,48 - arkusze 1000 x 2000;92;blacha;;;;;;LUX
b;Cegła klinkierowa;10.71;cegla;;;;;;PODSTAWOWY
b;Podbitka;25.5;podbitka;;;;;;PODSTAWOWY
